PPTID,Session1_Flanker_congruent_%correct,Session1_Flanker_neutral_%correct,Session1_Flanker_incongruent_%correct,Session1_Flanker_errorcost,Session1_Flanker_congruent_RT,Session1_Flanker_neutral_RT,Session1_Flanker_incongruent_RT,Session1_Flanker_RTcost,Session1_Stroop_congruent_%correct,Session1_Stroop_neutral_%correct,Session1_Stroop_incongruent_%correct,Session1_Stroop_errorcost,Session1_Stroop_congruent_RT,Session1_Stroop_neutral_RT,Session1_Stroop_incongruent_RT,Session1_Stroop_RTcost,Session1_GNG_gotrials_%correct,Session1_GNG_nogotrials_%correct,Session1_GNG_gotrials_RT,Session1_StopSignal_%Failedstop,Session1_StopSignal_MeanSSD,Session1_StopSignal_SSRTMEAN,Session1_StopSignal_GoRT,Session1_StopSignal_%correctGo,Session1_StopSignal_SSRTINTEGRATION,Session1_UPPS_NegativeUrgency,Session1_UPPS_Premeditation,Session1_UPPS_perseverance,Session1_UPPS_SensationSeeking,Session1_UPPS_PositiveUrgency,Session2_Flanker_congruent_%correct,Session2_Flanker_neutral_%correct,Session2_Flanker_incongruent_%correct,Session2_Flanker_errorcost,Session2_Flanker_congruent_RT,Session2_Flanker_neutral_RT,Session2_Flanker_incongruent_RT,Session2_Flanker_RTcost,Session2_Stroop_congruent_%correct,Session2_Stroop_neutral_%correct,Session2_Stroop_incongruent_%correct,Session2_Stroop_errorcost,Session2_Stroop_congruent_RT,Session2_Stroop_neutral_RT,Session2_Stroop_incongruent_RT,Session2_Stroop_RTcost,Session2_GNG_gotrials_%correct,Session2_GNG_nogotrials_%correct,Session2_GNG_gotrials_RT,Session2_StopSignal_%Failedstop,Session2_StopSignal_MeanSSD,Session2_StopSignal_SSRTMEAN,Session2_StopSignal_GoRT,Session2_StopSignal_%correctGo,Session2_StopSignal_SSRTINTEGRATION,Session2_UPPS_NegativeUrgency,Session2_UPPS_Premeditation,Session2_UPPS_perseverance,Session2_UPPS_SensationSeeking,Session2_UPPS_PositiveUrgency
40,95.833,96.250,87.917,7.917,405.147,399.133,452.193,47.046,91.25,92.5,92.5,-1.250,599.0276873,621.5636631,641.6654001,42.638,99.77777778,78,420.0978575,48.27586207,299.3103448,288.451987,593.0138889,96.22222222,261.9310345,2.916666667,2.181818182,1.7,3.5,2.571428571,99.58333333,100,95.41666667,4.166666667,448.1553478,446.546367,502.3857604,54.23041259,99.16666667,98.75,97.5,1.666666667,678.8539467,677.6980025,690.2352814,11.38133464,99.11111111,74,491.7928293,50,257,283.7287356,507.5848101,96.17977528,246,3.083333333,2.181818182,1.1,3.916666667,2.928571429
41,94.167,92.083,72.500,21.667,426.681,412.878,491.812,65.131,92.5,91.66666667,90,2.500,810.7825396,814.7325361,851.0010043,40.218,98.44444444,80.66666667,520.1529047,49.66442953,352.6845638,245.4293315,594.9312796,96.18834081,203.3154362,1.666666667,2,2.3,2.666666667,1.857142857,96.25,92.08333333,73.75,22.5,396.2789499,385.3927284,453.021512,56.74256215,89.58333333,87.08333333,84.16666667,5.416666667,612.4254461,612.1874912,661.1734925,48.74804644,100,93.33333333,515.2740505,52.7027027,153.7162162,286.9746929,429.3407407,94.63087248,273.2837838,1.5,2,1.9,2.833333333,1.285714286
42,99.167,98.333,97.500,1.667,415.920,403.040,445.283,29.363,99.16666667,98.75,95.83333333,3.333,591.3077156,641.3921296,718.381496,127.074,100,89.33333333,414.2347113,47.97297297,631.4189189,211.0937248,842.5126437,97.31543624,226.7635135,2.916666667,1.272727273,2.1,1.75,2.285714286,95.41666667,96.66666667,88.75,6.666666667,425.9543745,413.5036096,456.5394074,30.58503288,97.91666667,94.58333333,91.66666667,6.25,591.6963283,670.7025875,695.7900497,104.0937214,96.22222222,81.33333333,480.0898855,50,316,263.3078759,571.5596817,86.29213483,231,3.166666667,1.636363636,2.5,1.5,2.785714286
43,97.500,95.833,88.750,8.750,389.574,384.821,450.105,60.531,91.66666667,94.58333333,91.25,0.417,528.0587423,540.446696,595.5736773,67.515,99.55555556,91.33333333,412.2238747,57.33333333,116,309.2522523,407.0373134,95.95505618,301,3,2.272727273,1.9,3.5,2.928571429,92.5,85.83333333,77.5,15,401.4971474,405.3538553,463.8077944,62.310647,90.83333333,90.41666667,88.33333333,2.5,483.133172,533.3823128,550.8506025,67.71743047,99.11111111,80.66666667,445.6754216,71.62162162,82.77027027,318.0910934,388.1413613,90.3803132,345.8648649,3.333333333,2.272727273,1.9,3.833333333,3.642857143
44,96.250,97.500,90.417,5.833,438.614,447.789,469.897,31.282,93.33333333,92.08333333,95,-1.667,677.3576485,727.4621322,815.2429769,137.885,99.55555556,70,397.7263314,57.14285714,107.8231293,342.1297855,436.6376812,96.20535714,342.1768707,1.416666667,2.090909091,2.5,3.583333333,1.071428571,97.08333333,96.25,83.33333333,13.75,444.0129415,439.9396638,505.5303629,61.51742145,92.91666667,93.33333333,95,-2.083333333,614.4952058,682.862009,743.2063573,128.7111515,99.77777778,80,400.9494054,53.33333333,149.6666667,298.0872837,437.3126492,97.30337079,289.3333333,1.833333333,2.090909091,2.2,3.333333333,1.357142857
45,95.417,95.000,85.417,10.000,424.867,426.216,472.367,47.500,95.41666667,94.58333333,92.08333333,3.333,719.6270679,728.6401804,784.7677598,65.141,99.11111111,65.33333333,371.0217115,62.16216216,92.22972973,290.4973396,386.3068783,86.12975391,316.5,2.333333333,2.272727273,3,2.833333333,1.928571429,90,86.25,78.33333333,11.66666667,434.301807,415.713262,492.2531265,57.95131951,95,95.83333333,95.41666667,-0.416666667,647.2588722,653.2482107,685.6892809,38.43040868,99.11111111,76,442.4286887,62.41610738,97.31543624,310.7504728,399.9035813,84.75336323,323.6845638,2.583333333,2.272727273,3,2.666666667,2
46,94.167,91.667,74.167,20.000,409.070,408.650,486.624,77.554,89.16666667,79.16666667,77.91666667,11.250,533.0525641,556.3384504,564.0743824,31.022,98.22222222,75.33333333,431.727359,56.66666667,137.3333333,334.1058559,465.3453237,96.17977528,328.7666667,2.25,2.181818182,1.4,3.75,2.071428571,89.58333333,84.16666667,76.25,13.33333333,375.4575386,368.3945723,399.620324,24.1627854,91.66666667,82.08333333,78.75,12.91666667,511.6608742,551.0837367,558.8044593,47.14358506,98.66666667,76,429.1878982,69.33333333,72.33333333,291.3385768,368.8103896,87.86516854,325.7,1.166666667,2.454545455,1.4,3.75,1.428571429
47,100.000,100.000,95.417,4.583,435.270,425.558,504.353,69.083,100,100,98.75,1.250,575.3621673,623.8323073,714.4437636,139.082,100,96,429.3389278,48.66666667,362.3333333,229.6576373,588.022779,99.3258427,221.76,1.583333333,1.636363636,1.5,3.333333333,1.357142857,99.58333333,100,97.5,2.083333333,430.7109952,425.4870883,500.844783,70.13378779,97.91666667,97.5,99.58333333,-1.666666667,559.19145,567.4356472,627.0629021,67.87145211,100,96.66666667,424.8003694,50,220.2702703,230.9780519,449.8216704,99.77628635,225.7297297,1.75,2,1.5,3.333333333,1.5
48,96.66666667,95.41666667,80.41666667,16.250,444.4027711,442.280984,519.5026449,75.100,96.25,95.83333333,94.16666667,2.083,622.0379579,634.0916063,748.1136761,126.076,100,92,394.0258568,50.33557047,218.7919463,243.4838384,448.6578947,98.65470852,226.204698,2.916666667,2,2,2.416666667,2.071428571,98.33333333,96.25,80.41666667,17.91666667,403.1170079,395.3500231,468.8009943,65.68398634,93.75,90.83333333,93.33333333,0.416666667,567.1644675,593.655218,639.6590384,72.49457095,100,87.33333333,377.6963804,50.34013605,147.6190476,246.6063988,386.1722488,96.875,238.3809524,2.583333333,2,1.9,2.166666667,2.071428571
49,98.75,96.25,91.25,7.500,390.1028668,386.5837467,434.9566935,44.854,91.66666667,92.5,86.66666667,5.000,654.216884,728.9745524,859.9767445,205.760,99.55555556,81.33333333,502.2000211,51.67785235,161.409396,334.8220647,477.2176039,96.6367713,311.590604,2.25,1.909090909,1.7,2.833333333,1.714285714,98.75,96.25,87.08333333,11.66666667,385.221071,375.4280785,423.3332745,38.11220344,89.58333333,90,81.66666667,7.916666667,612.9384129,649.7416663,797.7201565,184.7817436,99.11111111,78,484.3971952,48.64864865,183.7837838,259.7826323,436.8145161,85.01118568,245.2162162,2.333333333,2.181818182,2,2.833333333,1.928571429
50,98.75,99.16666667,95.83333333,2.917,423.8456001,400.3532125,483.9916859,60.146,97.08333333,98.33333333,94.58333333,2.500,655.4577642,740.7555312,770.648766,115.191,100,91.33333333,419.7263708,48.32214765,276.5100671,238.5101576,509.4302059,99.55156951,215.090604,2.833333333,2.727272727,2.1,3.75,3.642857143,99.58333333,98.33333333,95.83333333,3.75,430.9518816,428.7436382,489.9136413,58.96175967,97.08333333,92.91666667,92.08333333,5,602.4409631,672.3522908,675.6927375,73.25177444,99.33333333,83.33333333,423.4181711,50.67567568,168.2432432,236.8909849,391.0616114,98.65771812,218.7567568,3.166666667,2.909090909,2.5,3.583333333,3.142857143
51,97.91666667,98.33333333,85.83333333,12.083,407.3851841,400.7318896,466.6003173,59.215,97.5,95.83333333,92.91666667,4.583,712.923789,762.2377334,830.9055884,117.982,100,80.66666667,416.9818936,55.33333333,121.6666667,295.5135135,411.0496454,97.52808989,293.3333333,2.166666667,1.818181818,2,2.916666667,1.857142857,99.16666667,96.66666667,89.16666667,10,404.3939553,405.5783673,457.3992878,53.00533244,95.83333333,97.08333333,96.66666667,-0.833333333,732.579556,742.4207563,735.9938683,3.414312302,99.55555556,85.33333333,487.3149239,58.10810811,96.28378378,311.6983191,392.7728614,79.19463087,310.7162162,2.333333333,1.818181818,2.3,2.833333333,2.214285714
52,97.91666667,96.66666667,91.66666667,6.250,483.7911068,483.7316897,527.3113642,43.520,94.16666667,92.5,89.58333333,4.583,702.7426084,863.1751363,888.0602551,185.318,98.44444444,76.66666667,485.7385297,49.66442953,287.5838926,285.3129684,558.8199513,96.18834081,266.4161074,2.583333333,2.181818182,2.2,2.833333333,2.214285714,97.08333333,97.08333333,94.16666667,2.916666667,457.5692148,439.8528143,483.9073917,26.33817695,88.75,85.83333333,83.33333333,5.416666667,751.988433,858.0626405,866.6265059,114.6380729,98.44444444,76,510.0960388,50.66666667,246,254.0248869,487.7577938,96.17977528,241.4466667,2,2.090909091,2.1,2.75,2.071428571
53,97.91666667,99.16666667,89.16666667,8.750,398.7449538,391.9866823,442.8722016,44.127,95,92.08333333,89.58333333,5.417,525.5142768,586.4693045,689.6070967,164.093,100,86,374.0976346,49.32432432,226.6891892,244.8343007,457.4976415,98.65771812,222.2702703,2,1.090909091,1.2,2.25,1,98.75,95,84.58333333,14.16666667,374.2066163,361.4674719,394.2502533,20.04363695,95.83333333,93.75,95.83333333,0,528.6852403,556.4021452,644.1626729,115.4774325,100,81.33333333,359.5062999,51.00671141,158.7248322,215.171797,366.1792453,98.43049327,206.7550336,1.916666667,1,1.2,2.25,1.285714286
54,91.66666667,93.33333333,87.91666667,3.750,435.9019576,435.7465386,475.1226069,39.221,79.16666667,74.58333333,75,4.167,637.6798629,762.3676533,798.5030606,160.823,94.66666667,58,410.2861724,68.66666667,150.3333333,388.125192,523.1454082,93.70786517,434.6666667,3.166666667,1.909090909,1.7,2.5,2.571428571,77.91666667,81.25,70.83333333,7.083333333,369.1747312,350.0946283,395.5812861,26.40655486,36.25,38.75,35.83333333,0.416666667,495.2085257,502.7730701,525.6738753,30.46534964,88,38,377.8235625,77.18120805,84.22818792,336.4407463,409.457672,89.9103139,399.7718121,2.916666667,1.545454545,2.1,2.333333333,2.428571429
55,95.41666667,94.16666667,85.83333333,9.583,397.3729504,387.6882437,428.6924201,31.319,96.25,97.5,96.66666667,-0.417,551.8503722,589.581115,654.7347868,102.884,99.33333333,88.66666667,375.6168499,50,315,233.6952596,533.4126582,91.68539326,205,3.083333333,1.636363636,1.9,1.333333333,2.571428571,94.58333333,93.33333333,81.25,13.33333333,364.4473957,353.7048217,394.1128385,29.66544288,96.66666667,94.58333333,85.83333333,10.83333333,544.6623053,558.3465763,601.7421503,57.07984504,99.55555556,85.33333333,363.649693,50.33557047,171.4765101,228.1729281,389.3892944,95.29147982,216.5234899,2.75,1.636363636,2.1,1.25,2.071428571
57,92.91666667,91.66666667,87.91666667,5.000,367.102043,368.0937712,400.8346067,33.733,91.66666667,89.58333333,88.33333333,3.333,525.3765905,564.5030708,570.4745722,45.098,80.44444444,84.66666667,351.6834624,60.66666667,101.3333333,288.3652968,379.4365079,89.88764045,287.6666667,1.166666667,1.272727273,1.6,2.166666667,1,89.16666667,88.33333333,85.83333333,3.333333333,353.7354134,350.530481,367.2159388,13.48052543,91.25,87.08333333,91.66666667,-0.416666667,509.4636755,522.7040002,548.7669543,39.30327884,100,82.66666667,401.635263,49.32432432,211.8243243,232.5113079,438.6987654,93.06487696,199.1756757,1.333333333,1.454545455,1.6,2.166666667,1
58,95.41666667,95.41666667,92.08333333,3.333,439.6513084,426.0487234,461.704753,22.053,92.5,90.41666667,85.83333333,6.667,683.2873168,716.8439502,729.0293305,45.742,89.33333333,70,546.1149308,66.66666667,156.3333333,352.5808824,536.1823899,76.17977528,420.6666667,3.583333333,2.363636364,2.6,2.583333333,2.285714286,62.5,67.08333333,60.83333333,1.666666667,329.8011543,334.4253965,353.0401486,23.23899432,98.75,97.5,98.33333333,0.416666667,696.8752541,746.4147047,743.2275179,46.35226378,80,68.66666667,541.8784351,49.65986395,460.5442177,245.4557823,706.9193154,91.29464286,218.5,3.25,2.272727273,2.5,2.166666667,2.214285714
59,97.08333333,90.83333333,90.83333333,6.250,384.5928062,374.2854908,446.9190618,62.326,95.41666667,95.83333333,96.25,-0.833,618.6213597,628.9332203,708.002956,89.382,100,69.33333333,349.6900642,52.34899329,114.7651007,243.946611,362.2451456,92.60089686,244.2348993,2.666666667,2.545454545,2.1,3.916666667,2.642857143,96.66666667,94.16666667,82.08333333,14.58333333,367.2956866,364.5951918,426.2814424,58.98575579,95.41666667,95.41666667,95,0.416666667,656.0037193,652.5110302,681.2130828,25.20936355,98.88888889,67.33333333,360.8008516,51.00671141,169.7986577,203.9519041,372.1551724,93.04932735,199.2013423,2.416666667,2.272727273,1.7,3.833333333,2.428571429
60,97.08333333,97.5,88.75,8.333,535.6551164,536.4691924,592.0588458,56.404,97.08333333,89.58333333,91.25,5.833,698.0275439,760.0676488,782.1653242,84.138,98,74,515.8975402,49.66442953,305.3691275,266.5190003,548.9676617,94.17040359,225.6912752,2.416666667,2.181818182,2.3,2.666666667,1.428571429,96.66666667,93.75,83.33333333,13.33333333,481.7294377,472.8487099,534.290051,52.56061329,95,92.91666667,91.25,3.75,669.0932745,708.4573145,690.1845206,21.09124609,98.22222222,73.33333333,523.9739102,50.66666667,220.3333333,260.5596052,462.2128205,92.58426966,241.5933333,2.333333333,2.454545455,2.5,2.583333333,1.214285714
61,99.58333333,95.41666667,85,14.583,397.4627577,393.6490501,449.8536417,52.391,96.66666667,90.41666667,84.58333333,12.083,557.5154744,571.4283455,586.9962558,29.481,99.77777778,78.66666667,346.2628494,52.02702703,139.527027,251.0312689,382.3357488,95.74944072,240.0135135,2.333333333,2,2,2.75,1.714285714,98.33333333,96.66666667,88.75,9.583333333,390.2874756,388.997647,447.8912431,57.60376744,92.08333333,88.75,85.83333333,6.25,563.9137009,558.6809048,613.9716133,50.05791241,100,83.33333333,353.8046765,50.34013605,155.7823129,233.134913,385.8663484,94.64285714,225.2176871,2.166666667,2.363636364,2,2.5,1.214285714
62,85.83333333,80,82.91666667,2.917,358.630879,347.8350268,355.5118602,-3.119,90.83333333,89.16666667,90.41666667,0.417,556.0840815,603.3647419,675.7008236,119.617,98.66666667,54,398.8141993,57.14285714,123.8095238,298.007031,408.3844156,90.17857143,293.1904762,2.416666667,2.181818182,1.6,3.416666667,2.285714286,84.16666667,79.16666667,82.08333333,2.083333333,348.2374921,343.8031243,372.6548886,24.4173965,87.08333333,87.08333333,86.66666667,0.416666667,555.758849,636.1429285,678.8727451,123.1138961,98.66666667,68,444.2981406,56.66666667,139.6666667,295.0292793,410.4158163,94.38202247,277.3333333,2.5,2.181818182,1.7,3.416666667,2.214285714
